Age,EstimatedSalary,Purchased
-1.7551687792535635,-1.489407962680858,-0.7762860860122668
-0.2551904541514059,-1.4606100741447494,-0.7762860860122668
-1.0989282620213696,-0.7982586378142547,-0.7762860860122668
-1.0051796167024847,-0.39508819830873604,-0.7762860860122668
-1.7551687792535635,0.15207168387732495,-0.7762860860122668
-1.0051796167024847,-0.36629030977262755,-0.7762860860122668
-1.0051796167024847,0.3824547921661927,-0.7762860860122668
-0.5364363901080604,2.2831154355493517,1.2881848818609356
-1.1926769073402543,-1.0862375231753394,-0.7762860860122668
-0.2551904541514059,-0.16470509001986827,-0.7762860860122668
-1.0989282620213696,0.26726323802175883,-0.7762860860122668
-1.0989282620213696,-0.5390776409892784,-0.7762860860122668
-1.6614201339346786,0.44005056923840963,-0.7762860860122668
-0.5364363901080604,-1.5182058512169665,-0.7762860860122668
-1.8489174245724485,0.32485901509397574,-0.7762860860122668
-0.817682326064715,0.26726323802175883,-0.7762860860122668
0.8697932896752124,-1.316620631464207,1.2881848818609356
0.6822959990374426,-1.2878227429280986,1.2881848818609356
0.7760446443563275,-1.2302269658558818,1.2881848818609356
0.9635419349940972,-1.2014290773197733,1.2881848818609356
0.6822959990374426,-1.4030142970725326,1.2881848818609356
0.8697932896752124,-0.6254713065976039,1.2881848818609356
0.9635419349940972,-0.8558544148864716,1.2881848818609356
0.7760446443563275,-1.3742164085364241,1.2881848818609356
0.8697932896752124,-1.4606100741447494,1.2881848818609356
1.057290580312982,-1.2302269658558818,1.2881848818609356
0.8697932896752124,-1.1726311887836647,1.2881848818609356
-0.817682326064715,-0.7982586378142547,-0.7762860860122668
-0.6301850354269453,-1.5182058512169665,-0.7762860860122668
-0.6301850354269453,0.09447590680510799,-0.7762860860122668
-1.0051796167024847,1.9087428845799417,1.2881848818609356
-1.5676714886157939,-1.5758016282891834,-0.7762860860122668
-0.9114309713835999,-0.7694607492781462,-0.7762860860122668
-1.0051796167024847,0.5552421233828435,-0.7762860860122668
-0.2551904541514059,-1.2590248543919902,-0.7762860860122668
-0.4426877447891756,-1.2302269658558818,-0.7762860860122668
-0.7239336807458301,-0.6254713065976039,-0.7762860860122668
-1.0989282620213696,0.036880129732891044,-0.7762860860122668
-1.0051796167024847,-1.1438333002475563,-0.7762860860122668
-1.0051796167024847,-1.547003739753075,-0.7762860860122668
-0.4426877447891756,-0.5678755295253869,-0.7762860860122668
-0.2551904541514059,1.0736041170327961,-0.7762860860122668
-0.7239336807458301,-1.6045995168252918,-0.7762860860122668
-0.9114309713835999,0.3824547921661927,-0.7762860860122668
-1.3801741979780242,-1.4606100741447494,-0.7762860860122668
-1.1926769073402543,0.23846534948565035,-0.7762860860122668
-1.0051796167024847,-0.48148186391706144,-0.7762860860122668
-0.7239336807458301,1.8511471075077248,1.2881848818609356
-0.6301850354269453,0.5264442348467351,-0.7762860860122668
-1.2864255526591393,-1.1150354117114478,-0.7762860860122668
-1.8489174245724485,-0.7694607492781462,-0.7762860860122668
-0.817682326064715,0.35365690363008423,-0.7762860860122668
-0.2551904541514059,-1.3742164085364241,-0.7762860860122668
-1.2864255526591393,-0.452683975380953,-0.7762860860122668
-1.3801741979780242,-0.6542691951337123,-0.7762860860122668
-0.9114309713835999,0.23846534948565035,-0.7762860860122668
-1.473922843296909,-1.5182058512169665,-0.7762860860122668
-0.5364363901080604,1.3327851138577722,-0.7762860860122668
-1.0051796167024847,-1.4606100741447494,-0.7762860860122668
-1.1926769073402543,0.4688484577745181,-0.7762860860122668
-1.3801741979780242,-0.1359072014837598,-0.7762860860122668
-0.5364363901080604,1.4191787794660977,1.2881848818609356
1.9947770335018307,0.35365690363008423,-0.7762860860122668
-1.2864255526591393,-0.36629030977262755,-0.7762860860122668
-1.2864255526591393,-1.489407962680858,-0.7762860860122668
-1.3801741979780242,0.32485901509397574,-0.7762860860122668
-1.473922843296909,-0.2223008670920852,-0.7762860860122668
-0.6301850354269453,-0.07831142441154285,-0.7762860860122668
-1.1926769073402543,0.26726323802175883,-0.7762860860122668
-1.2864255526591393,-1.2590248543919902,-0.7762860860122668
-1.6614201339346786,-1.3742164085364241,-0.7762860860122668
-0.4426877447891756,1.2175935597133385,-0.7762860860122668
-0.3489390994702907,1.1887956711772298,1.2881848818609356
-1.8489174245724485,-0.5390776409892784,-0.7762860860122668
-1.473922843296909,-1.2590248543919902,-0.7762860860122668
-0.9114309713835999,0.4688484577745181,-0.7762860860122668
-1.0989282620213696,-1.547003739753075,-0.7762860860122668
-0.7239336807458301,0.26726323802175883,-0.7762860860122668
0.11980412712413353,-0.8270565263503631,-0.7762860860122668
-1.6614201339346786,-0.6254713065976039,-0.7762860860122668
-0.2551904541514059,0.4976463463106266,-0.7762860860122668
-0.7239336807458301,-0.25109875562819367,-0.7762860860122668
-0.6301850354269453,1.3615830023938809,1.2881848818609356
-0.9114309713835999,0.4112526807023012,-0.7762860860122668
-1.0989282620213696,0.2960611265578673,-0.7762860860122668
-0.2551904541514059,-0.5966734180614953,-0.7762860860122668
-1.473922843296909,0.2960611265578673,-0.7762860860122668
-0.7239336807458301,1.3039872253216638,-0.7762860860122668
-1.0989282620213696,-1.6045995168252918,-0.7762860860122668
-0.817682326064715,-1.2302269658558818,-0.7762860860122668
-0.2551904541514059,-0.7694607492781462,-0.7762860860122668
-0.2551904541514059,-1.316620631464207,-0.7762860860122668
-0.9114309713835999,1.5055724450744232,1.2881848818609356
-0.2551904541514059,0.06567801826899952,-0.7762860860122668
-0.9114309713835999,-0.9710459690309055,-0.7762860860122668
-1.0051796167024847,0.4976463463106266,-0.7762860860122668
-0.9114309713835999,-0.33749242123651907,-0.7762860860122668
-0.5364363901080604,0.44005056923840963,-0.7762860860122668
-0.4426877447891756,2.2543175470132435,1.2881848818609356
-1.7551687792535635,-1.431812185608641,-0.7762860860122668
-1.5676714886157939,0.036880129732891044,-0.7762860860122668
-1.0989282620213696,-1.0286417461031225,-0.7762860860122668
-1.0051796167024847,0.5264442348467351,-0.7762860860122668
-1.0989282620213696,0.44005056923840963,-0.7762860860122668
0.026055481805248682,0.26726323802175883,-0.7762860860122668
0.11980412712413353,0.008082241196782573,-0.7762860860122668
-0.06769316351363618,0.008082241196782573,-0.7762860860122668
0.026055481805248682,-0.27989664416430216,-0.7762860860122668
-0.06769316351363618,-0.452683975380953,-0.7762860860122668
0.4010500630807881,0.26726323802175883,-0.7762860860122668
0.2135527724430184,-0.39508819830873604,-0.7762860860122668
-0.2551904541514059,0.12327379534121646,-0.7762860860122668
-0.16144180883252102,-0.5390776409892784,-0.7762860860122668
0.2135527724430184,-0.33749242123651907,-0.7762860860122668
0.30730141776190323,-0.33749242123651907,-0.7762860860122668
-0.16144180883252102,0.12327379534121646,-0.7762860860122668
-0.06769316351363618,0.036880129732891044,-0.7762860860122668
0.2135527724430184,0.12327379534121646,-0.7762860860122668
-0.2551904541514059,-0.5102797524531699,-0.7762860860122668
0.30730141776190323,-0.5678755295253869,-0.7762860860122668
0.11980412712413353,-0.27989664416430216,-0.7762860860122668
0.4010500630807881,-0.16470509001986827,-0.7762860860122668
-1.0989282620213696,-1.1150354117114478,-0.7762860860122668
-0.7239336807458301,-1.547003739753075,-0.7762860860122668
-1.0989282620213696,0.3824547921661927,-0.7762860860122668
-0.6301850354269453,-0.36629030977262755,-0.7762860860122668
-0.4426877447891756,-1.1438333002475563,-0.7762860860122668
-0.7239336807458301,0.4688484577745181,-0.7762860860122668
-1.5676714886157939,-0.07831142441154285,-0.7762860860122668
-0.9114309713835999,-0.452683975380953,-0.7762860860122668
-1.3801741979780242,-0.2223008670920852,-0.7762860860122668
-1.6614201339346786,0.32485901509397574,-0.7762860860122668
-0.7239336807458301,1.0448062284966875,1.2881848818609356
-1.7551687792535635,-1.316620631464207,-0.7762860860122668
-1.7551687792535635,0.4112526807023012,-0.7762860860122668
-1.8489174245724485,-0.07831142441154285,-0.7762860860122668
-0.2551904541514059,-0.33749242123651907,-0.7762860860122668
-0.7239336807458301,0.5264442348467351,-0.7762860860122668
